Concepto,Respuesta,Codigo
espiral,lineas curvas,linea
espiral,figura,figura
espiral,converge al centro,convergencia
anciana,abuela,abuelos
anciana,vejez,vejez
anciana,frágil,fragil
anciana,amorosa,amabilidad
réplica,repetición de algo,reiterado
réplica,una copia,imitacion
réplica,una imitación,imitacion
réplica,repetición de un sismo,sismo
espanto,susto,miedo
espanto,sorpresa,sorpresa
espanto,mala sensación,intuicion
espanto,no es agradable,desagrado
espanto,pánico,alerta
espanto,terror,miedo
vanidad,querer muchas cosas,insatisfaccion
vanidad,ser materialista,materialista
vanidad,ser posesivo,personalidad
vanidad,ambicioso,ambicion
vanidad,gusto por el dinero o poder,dinero
vanidad,gusto por el dinero o poder,poder
vanidad,egoista,individualista
encanto,atracción a una persona,atraccion
encanto,característica agradable,agradable
encanto,simpatica,agradable
encanto,amorosa,amabilidad
encanto,atenta,capacidad_cognitiva
estatus,poder sobre otros,poder
estatus,un escalón por encima,jerarquia
estatus,nivel alto,jerarquia
estatus,fama,fama
socorro,pedir ayuda,ayudar
socorro,necesitar a alguien,requiere_asistencia
socorro,estar en peligro,riesgoso
socorro,hay un problema,frustacion
madurez,tomar buenas decisiones,decisiones
madurez,aceptar la realidad,conformismo
madurez,enfrentar los problemas,resiliencia
madurez,ser consecuente,coherencia
validez,algo aprobado,aceptacion
validez,demostrable,empirico
validez,correcto,veridico
validez,pertinente,relevancia
validez,aceptable objetivamente,empirico
vínculo,relación,relacional
vínculo,algo que une,unificar
vínculo,es ficticio,ficcion
vínculo,es importante,relevancia
vínculo,algo en común,comun
levante,levantarse,elevar
levante,levantar algo,accion_fisica
levante,subir una cosa,accion_fisica
levante,mover hacia arriba,movimiento
llanura,planicie,plano
llanura,llano,paisaje
estatua,figura,figura
estatua,personificación,antropomorfo
estatua,arte,arte
estatua,imagen,identidad
estatua,escultura,escultura
monarca,rey,realeza
monarca,autoridad,autoridad
monarca,jefe,jerarquia
monarca,realeza,realeza
monarca,reina,realeza
monarca,lider,liderazgo
monarca,soberano,soberania
cadáver,muerte,muerte
cadáver,descomposición,descomposicion
cadáver,cuerpo,cuerpo_humano
cadáver,difunto,difunto
cadáver,restos,difunto
poblado,población,comunidad
poblado,aldea,comunidad
poblado,lugar,localidad
poblado,habitado,habitable
poblado,concurrido,reiterado
poblado,caserio,cazadores
capilla,iglesia,iglesia
capilla,religión,religion
capilla,edificio,arquitectura
capilla,comunidad,comunidad
capilla,comunion,reunion
capilla,rezo,ritual
capilla,oratorio,ritual
capilla,ermita,iglesia
bandera,nacion,nacion
bandera,identidad,identidad
bandera,patriotismo,patriotismo
bandera,nacionalismo,patriotismo
bandera,simbolo,simbolos
bandera,objeto de tela,material_textil
bandera,figura rectangular,figura_geometrica
bandera,historia,historia
bandera,pais,nacion
bandera,nacion,nacion
planeta,cuerpo rocoso,materia_prima
planeta,cuerpo celeste,astros
planeta,mundo,astros
planeta,astro,astros
planeta,gira alrededor de una estrella,sistema_solar
planeta,cuerpo gaseoso,gaseoso
planeta,satelite,astros
planeta,objeto astronómico,astros
planeta,cuerpo semi circular,circular
capitán,lider,liderazgo
capitán,jefe,jerarquia
capitán,autoridad,autoridad
capitán,cabeza,cuerpo_humano
capitán,oficial,jerarquia
palacio,castillo,castillo
palacio,mansion,mansion
palacio,edificio,arquitectura
palacio,casa real,realeza
palacio,muestra de poder,poder
palacio,hogar del monarca,castillo
palacio,hogar del soberano,soberania
detalle,precisión,precision
detalle,cautela,precaucion
detalle,especificar,especifico
detalle,gesto,gestos
detalle,rasgo,caracteristica
detalle,determinar,especifico
detalle,aclarar,precision
sanidad,higiene,higiene
sanidad,salud,bienestar
sanidad,cuidado,precaucion
sanidad,limpieza,higiene
sanidad,gozar de buena salud,buena_salud
sanidad,estar sano,bienestar
sanidad,servicios estatales de salud,institucion_publica
sanidad,salubridad,bienestar
sanidad,estado de salud de un ente,bienestar
sanidad,promover el estar saludable,bienestar
mandato,orden,imposicion
mandato,precepto,decreto
mandato,mandamiento,imposicion
mandato,decreto,decreto
mandato,ley,leyes
mandato,se debe cumplir,obediencia
mandato,no se puede pasar por alto,obediencia
mandato,restricción,limitaciones
mandato,limitar,limitaciones
entidad,figura,objetos
entidad,personificación,identidad
entidad,ente,ente
entidad,ser,ente
entidad,individuo,identidad
entidad,sujeto,subjetivo
reserva,cautela,precaucion
reserva,sigilo,sigiloso
reserva,discresión,sigiloso
reserva,prudencia,prudente
reserva,deposito,deposito
reserva,provisión,provisiones
reserva,repuesto,repuestos
reserva,ahorro,ahorro
reserva,almacenamiento,almacenar
fortuna,riqueza,riqueza
fortuna,tener muchos bienes,patrimonio
fortuna,patrimonio,patrimonio
fortuna,ser acaudalado,abundancia
fortuna,suerte,suerte
fortuna,azar,azaroso
fortuna,destino,destino
regreso,volver,retorno
regreso,retornar,retorno
regreso,venir,accion_fisica
regreso,llegar,destino
regreso,girar,girar
regreso,voltear,girar
regreso,reingresar,reiterado
regreso,repetir,reiterado
regreso,reintegrarse,integracion
entorno,contexto,contextual
entorno,habitat,habitat
entorno,ambiente,ambiente
entorno,dominio,definido
entorno,ambito,definido
alcance,vision,visibilidad
alcance,acercarse,aproximarse
alcance,medir,medicion
alcance,desplazarse,accion_fisica
alcance,lograr,objetivos
alcance,cuantificar,numero
alcance,limite,limitaciones
alcance,arma,armamento
alcance,analizar,capacidad_cognitiva
alcance,frontera,frontera
malicia,maldad,malefico
malicia,dañar,lastimar
malicia,malas intenciones,malintencionado
malicia,malevolo,malefico
malicia,pecado,pecado
malicia,portarse mal,maleducado
salario,trabajo,oficio
salario,dinero,dinero
salario,jefe,jerarquia
salario,oficina,despacho
salario,camisa y corbata,vestimenta_de_trabajo
salario,sentado frente a un computador,oficio
salario,horario,horarios
salario,blanco y negro,colores
salario,aburrimiento,aburrido
salario,cansancio,cansancio
aliento,exhalar,respirar
aliento,olor,olfato
aliento,comida,comida
aliento,identidad,identidad
aliento,inseguridad,inseguridad
aliento,arengar,motivacion
aliento,desde dentro,interior
aliento,higiene,higiene
aliento,alma,trascender
aliento,comunicacion,comunicacion
crucero,mar,oceano
crucero,barco grande,embarcacion
crucero,viaje,viaje
crucero,vacaciones,vacaciones
crucero,piscina,piscina
crucero,extranjeros,extranjeros
crucero,comida,comida
crucero,alcohol,bebida_alcoholica
crucero,hawai,estados_unidos
crucero,sol,estrella
pupitre,mesa,mobiliario
pupitre,silla,mobiliario
pupitre,alumno,estudiante
pupitre,clases,colegio
pupitre,profesor,profesor
pupitre,cuadernos,cuadernos
pupitre,solo,soledad
pupitre,uniforme,vestimenta
pupitre,inmovil,estatico
pupitre,aburrido,aburrido
cantina,cerveza,bebida_alcoholica
cantina,alcohol,bebida_alcoholica
cantina,ebrios,embriaguez
cantina,bartender,oficio
cantina,barra,mobiliario
cantina,bancos,mobiliario
cantina,musica,musica
cantina,historias,historia
cantina,seducir,seduccion
cantina,compartir,compartido
camisón,pijama,vestimenta_de_dormir
camisón,largo,tamanos
camisón,abuelas,abuelos
camisón,diseño,diseno
camisón,blanco o rosado,colores
camisón,pantuflas,accesorio
camisón,tom y jerry,personaje_animado
camisón,dentro de casa,intimidad
camisón,comodidad,comodidad
camisón,ridiculo,verguenza
aullido,lobo,animal_salvaje
aullido,luna,satelite_terrestre
aullido,cuentos,mitologia
aullido,sonido,sonido_agudo
aullido,agudo,sonido_agudo
aullido,lejano,distancia
aullido,soledad,soledad
aullido,suspenso,suspenso
aullido,noche,ciclo_del_dia
cazuela,fuerza,fuerza
cazuela,abuela,abuelos
cazuela,papa,verduras
cazuela,carne,ingredientes
cazuela,cuchara,utensilio_de_cocina
cazuela,caliente,caliente
cazuela,campo,paisaje
cazuela,comida,comida
cazuela,pollo,animal_campo
cazuela,contundente,satisfecho
aguijón,abejas,insecto
aguijón,escorpiones,aracnido
aguijón,veneno,venenoso
aguijón,lanceta,organo_animal
aguijón,pinchazo,penetrante
aguijón,picar,picor
aguijón,arma,armamento
aguijón,defensa,defenderse
aguijón,ataque,defenderse
aguijón,dolor,sufrimiento
gatillo,pistola,arma_de_fuego
gatillo,disparo,disparo
gatillo,cine,cine
gatillo,bala,arma_de_fuego
gatillo,muerte,muerte
gatillo,militar,militares
gatillo,tension,estresante
gatillo,ordenes,imposicion
gatillo,tiritar,escalofrios
gatillo,asesinato,asesinos
aguante,dar lo mas de uno,esfuerzo
aguante,resistencia,resistencia
aguante,apoyo,acompanar
aguante,arenga,acompanar
aguante,bancar,acompanar
aguante,tener garra,esfuerzo
aguante,soportar,resistencia
aguante,mostrar impetu,esfuerzo
aguante,identificarse,identidad
aguante,inspiracion,motivacion
descaro,mascara,mascaras
descaro,sinvergunza,sinverguenza
descaro,chanta,estafador
descaro,colusion,corrupcion
descaro,corrupcion,corrupcion
descaro,copiar,imitacion
descaro,reglas,instrucciones
descaro,egocentricos,egocentrico
descaro,mentira,mentir
descaro,color rojo negro,colores
frenesí,aventura,aventura
frenesí,enagenado,enajenacion
frenesí,velocidad,velocidad
frenesí,sexo,sexualidad
frenesí,pasion,pasion
frenesí,fiesta,fiesta
frenesí,musica,musica
frenesí,no pensar,impulsividad
frenesí,no verguenza,sinverguenza
frenesí,disfrutar,disfrutar
nitidez,foto,fotografia
nitidez,4k,resolucion_pantalla
nitidez,video,pelicula
nitidez,gusto por algo,preferencias
nitidez,movimiento,movimiento
nitidez,enfoque,enfocar
nitidez,profesional,disciplina
nitidez,admiracion,admiracion
nitidez,sensacion agradable,agradable
nitidez,ojo,ojos
atuendo,identidad,identidad
atuendo,ropa,vestimenta
atuendo,visual,visibilidad
atuendo,identificacion,identidad
atuendo,personalidad,personalidad
atuendo,ocacion,temporal
atuendo,presentacion,exposicion
atuendo,impresion,impactar
atuendo,atractivo,belleza
atuendo,comprar,consumo
delicia,comida,comida
delicia,postre,postre
delicia,dulce,dulce
delicia,pequeño,pequeno
delicia,chuparse los dedos,refran_popular
delicia,sonrisa,sonreir
delicia,compartir,compartido
delicia,felicidad,felicidad
delicia,colores,colores
delicia,olores,olfato
fealdad,canones esteticos,contextual
fealdad,oculto,oculto
fealdad,asimetrico,desequilibrado
fealdad,persona,personas
fealdad,encorbado,postura_defectuosa
fealdad,juzgar,estereotipo
fealdad,apuntar,estereotipo
fealdad,ignorar,ignorar
fealdad,diferente,diferenciador
fealdad,incomodidad,incomodidad
soltura,baile,bailar
soltura,musica,musica
soltura,alcohol,bebida_alcoholica
soltura,relajado,tranquilidad
soltura,comodo,comodidad
soltura,pasarlo bien,diversion
soltura,autentico,autenticidad
soltura,cerrar los ojos,accion_fisica
soltura,levantar los brazos,accion_fisica
soltura,cintura,cuerpo_humano
revuelo,cahuin,calumnia
revuelo,asombro,sorpresa
revuelo,desorden,descontrol
revuelo,juzgar,estereotipo
revuelo,rechazo,rechazo
revuelo,contracorriente,opuestos
revuelo,status quo,posicion
revuelo,gallinas,aves
revuelo,mujeres,femenino
revuelo,comentario,opinion
conjuro,hechizo,magia
conjuro,brujos,brujeria
conjuro,humo,gaseoso
conjuro,colores,colores
conjuro,cuento,cuento_infantil
conjuro,oscuro,oscuridad
conjuro,magia,magia
conjuro,sombrero en punta,accesorio
conjuro,estrellas,estrella
conjuro,poción,liquido
crucero,tiene proa,embarcacion
crucero,tiene popa,embarcacion
crucero,tiene motor,embarcacion
crucero,navega,embarcacion
crucero,es un tipo de barco,embarcacion
crucero,es lujoso,exclusivo
crucero,tiene gran tamaño,tamanos
crucero,tiene gran capacidad de personas,sobrepoblado
crucero,viaja distancias largas,distancias_largas
barriga,estómago,organo_cuerpo_humano
barriga,comer,alimentarse
barriga,mala alimentación,malnutricion
barriga,tiene redondez,figura_geometrica
barriga,tiene anchura,tamanos
barriga,propio de un mamífero,mamifero
caverna,rocosa,materia_prima
caverna,oscura,oscuridad
caverna,cerrada,encarcelado
caverna,densa,densidad
caverna,presenta peligro,riesgoso
cigüeña,tiene plumas,plumaje
cigüeña,tiene pico,pico
cigüeña,tiene alas,alas
cigüeña,tiene patas largas,extremos
cigüeña,crotorea,crotorar
cigüeña,caza peces,piscivoros
cigüeña,pone huevos,oviparos
audacia,valentía,valentia
audacia,proeza,valentia
audacia,digno de un héroe ína,heroico
audacia,es temerario,temerario
audacia,algo sobresaliente,sobresaliente
audacia,guiado por instinto,innato
bohemia,artistas,artista
bohemia,fuera de lo convencional,excentrico
bohemia,sin estructura,desorden
bohemia,que tiene libertad,libertad
bohemia,sin ataduras físicas ni emocionales,libertad
bohemia,aventura,aventura
adición,permite agregar,incorporar
adición,permite sumarse a algo,conjunto
adición,es algo que sobra,resultado
adición,es algo que agrega valor,resultado
encanto,gracia,caracteristica
encanto,simpatía,agradable
encanto,adjetivo,caracteristica
encanto,interacción con otros as,interaccion
salario,sueldo,remuneracion
salario,renta,remuneracion
salario,pago,remuneracion
salario,mesada,remuneracion
salario,haberes,deberes
aliento,aire,aire
aliento,olor,olfato
aliento,aroma,aroma
aliento,comida,comida
aliento,esfuerzo,esfuerzo
aliento,empuje,motivacion
aliento,acompañamiento,acompanar
aliento,consejo,acompanar
aliento,inspiracion,inspiracion
crucero,travesía,aventura
crucero,barco,embarcacion
crucero,viaje,viaje
crucero,incrusijada,suspenso
crucero,aventura,aventura
crucero,relajo,tranquilidad
crucero,descanso,descanso
pupitre,asiento con mesa,mobiliario
pupitre,silla de colegio,mobiliario
pupitre,silla de universidad,mobiliario
pupitre,escritorio,mobiliario
pupitre,mesa,mobiliario
pupitre,asiento,mobiliario
cantina,bar,cantina
cantina,venta de alcohol,bebida_alcoholica
cantina,vida social,socializar
cantina,taberna,cantina
cantina,establecimiento de comida,negocio
cantina,comedor,mobiliario
cantina,barra,mobiliario
cantina,establecimiento de bebidas alcohólicas,bebida_alcoholica
camisón,camisa grande,vestimenta
camisón,ropa masculina,vestimenta
camisón,ropa feminina,vestimenta
camisón,dormir,dormir
camisón,pijama grande,vestimenta
camisón,descanso,descanso
camisón,prenda holgada,comodidad
camisón,prenda de casa,intimidad
camisón,variación de un pijama,vestimenta_de_dormir
aullido,maullar,sonido_agudo
aullido,ruido,sonido_agudo
aullido,sonido molesto del gato,sonido_agudo
aullido,sonidos de animal,sonido_agudo
aullido,llanto,angustia
aullido,reclamo,malestar
aullido,llamar la atención,socorro
aullido,tension,malestar
aullido,llorar,angustia
cazuela,comida tipica chilena,pais_latinoamericano
aguijón,espina,puntiagudo
aguijón,pua,puntiagudo
aguijón,pincho,penetrante
aguijón,aguja,aguja
aguijón,filoso,afilado
aguijón,abeja,insecto
aguijón,avispa,insecto
aguijón,abejorro,insecto
aguijón,insecto,insecto
aguijón,escorpión,aracnido
gatillo,pistola,arma_de_fuego
gatillo,masturbación,sexualidad
gatillo,desencadenó,consecuencias
gatillo,disparador,disparo
gatillo,palanca,palanca
gatillo,boton,boton
gatillo,pieza que golpea la bala,dispositivo_mecanico
aguante,perseverancia,motivacion
aguante,fuerza,fuerza
aguante,voluntad,motivacion
aguante,tolerar,tolerancia
aguante,resistencia,resistencia
aguante,apañe,acompanar
aguante,compromiso,compromiso
aguante,vigor,valentia
aguante,energia,energia
aguante,paciencia,paciencia
descaro,descarado,sinverguenza
descaro,cara de raja,refran_popular
descaro,sin filtro,desinhibido
descaro,falta de respeto,irrespetuoso
descaro,sin respeto,irrespetuoso
descaro,loco,locura
frenesí,momento,temporal
frenesí,desproporsion,exageracion
frenesí,locura,locura
frenesí,descontrol,descontrol
frenesí,pasión,pasion
frenesí,delirio,delirio
frenesí,enajenación,enajenacion
frenesí,exageración,exageracion
nitidez,claridad,claridad
nitidez,definición,definido
nitidez,limpieza,higiene
